Episode #,State,Action,Reward,Next State,Terminated
1,[-0.5260087   0.00080345],1,-1.0,[-0.5251872   0.00082153],0
1,[-0.5251872   0.00082153],1,-1.0,[-0.52435374  0.00083344],0
1,[-0.52435374  0.00083344],1,-1.0,[-0.5235147  0.0008391],0
1,[-0.5235147  0.0008391],1,-1.0,[-0.52267617  0.00083847],0
1,[-0.52267617  0.00083847],1,-1.0,[-0.5218446   0.00083155],0
1,[-0.5218446   0.00083155],1,-1.0,[-0.52102625  0.0008184 ],0
1,[-0.52102625  0.0008184 ],1,-1.0,[-0.52022713  0.0007991 ],0
1,[-0.52022713  0.0007991 ],1,-1.0,[-0.51945335  0.00077382],0
1,[-0.51945335  0.00077382],1,-1.0,[-0.5187106   0.00074273],0
1,[-0.5187106   0.00074273],1,-1.0,[-0.51800454  0.00070607],0
1,[-0.51800454  0.00070607],1,-1.0,[-0.5173404   0.00066411],0
1,[-0.5173404   0.00066411],0,-1.0,[-5.1772326e-01 -3.8282390e-04],0
1,[-5.1772326e-01 -3.8282390e-04],0,-1.0,[-0.51915014 -0.00142689],0
1,[-0.51915014 -0.00142689],0,-1.0,[-0.5216104  -0.00246025],0
1,[-0.5216104  -0.00246025],0,-1.0,[-0.52508557 -0.00347516],0
1,[-0.52508557 -0.00347516],0,-1.0,[-0.52954954 -0.00446401],0
1,[-0.52954954 -0.00446401],0,-1.0,[-0.534969   -0.00541939],0
1,[-0.534969   -0.00541939],0,-1.0,[-0.5413031  -0.00633413],0
1,[-0.5413031  -0.00633413],0,-1.0,[-0.5485045  -0.00720141],0
1,[-0.5485045  -0.00720141],0,-1.0,[-0.55651927 -0.00801479],0
1,[-0.55651927 -0.00801479],0,-1.0,[-0.56528753 -0.00876828],0
1,[-0.56528753 -0.00876828],0,-1.0,[-0.574744   -0.00945643],0
1,[-0.574744   -0.00945643],0,-1.0,[-0.5848183  -0.01007435],0
1,[-0.5848183  -0.01007435],0,-1.0,[-0.5954361  -0.01061778],0
1,[-0.5954361  -0.01061778],0,-1.0,[-0.6065193  -0.01108316],0
1,[-0.6065193  -0.01108316],0,-1.0,[-0.6179869  -0.01146765],0
1,[-0.6179869  -0.01146765],0,-1.0,[-0.6297561  -0.01176916],0
1,[-0.6297561  -0.01176916],0,-1.0,[-0.64174247 -0.01198637],0
1,[-0.64174247 -0.01198637],1,-1.0,[-0.6528612  -0.01111873],0
1,[-0.6528612  -0.01111873],1,-1.0,[-0.66303456 -0.01017338],0
1,[-0.66303456 -0.01017338],1,-1.0,[-0.6721924  -0.00915784],0
1,[-0.6721924  -0.00915784],1,-1.0,[-0.68027234 -0.00807993],0
1,[-0.68027234 -0.00807993],1,-1.0,[-0.68722    -0.00694767],0
1,[-0.68722    -0.00694767],1,-1.0,[-0.69298923 -0.0057692 ],0
1,[-0.69298923 -0.0057692 ],1,-1.0,[-0.69754195 -0.00455275],0
1,[-0.69754195 -0.00455275],1,-1.0,[-0.7008485  -0.00330659],0
1,[-0.7008485  -0.00330659],1,-1.0,[-0.70288754 -0.00203898],0
1,[-0.70288754 -0.00203898],1,-1.0,[-0.70364577 -0.00075822],0
1,[-0.70364577 -0.00075822],1,-1.0,[-7.031183e-01  5.274232e-04],0
1,[-7.031183e-01  5.274232e-04],1,-1.0,[-0.70130867  0.00180967],0
1,[-0.70130867  0.00180967],1,-1.0,[-0.6982284   0.00308025],0
1,[-0.6982284   0.00308025],1,-1.0,[-0.69389755  0.00433088],0
1,[-0.69389755  0.00433088],1,-1.0,[-0.68834424  0.00555328],0
1,[-0.68834424  0.00555328],1,-1.0,[-0.6816051   0.00673917],0
1,[-0.6816051   0.00673917],1,-1.0,[-0.6737247   0.00788034],0
1,[-0.6737247   0.00788034],1,-1.0,[-0.6647561  0.0089686],0
1,[-0.6647561  0.0089686],2,-1.0,[-0.6537602   0.01099592],0
1,[-0.6537602   0.01099592],2,-1.0,[-0.6408127   0.01294751],0
1,[-0.6408127   0.01294751],2,-1.0,[-0.6260041   0.01480861],0
1,[-0.6260041   0.01480861],2,-1.0,[-0.60943943  0.01656463],0
1,[-0.60943943  0.01656463],2,-1.0,[-0.59123814  0.01820134],0
1,[-0.59123814  0.01820134],2,-1.0,[-0.57153296  0.01970516],0
1,[-0.57153296  0.01970516],2,-1.0,[-0.5504695   0.02106343],0
1,[-0.5504695   0.02106343],2,-1.0,[-0.5282048   0.02226474],0
1,[-0.5282048   0.02226474],2,-1.0,[-0.50490546  0.02329929],0
1,[-0.50490546  0.02329929],2,-1.0,[-0.48074633  0.02415916],0
1,[-0.48074633  0.02415916],2,-1.0,[-0.45590767  0.02483865],0
1,[-0.45590767  0.02483865],2,-1.0,[-0.43057323  0.02533445],0
1,[-0.43057323  0.02533445],2,-1.0,[-0.40492743  0.02564578],0
1,[-0.40492743  0.02564578],2,-1.0,[-0.379153    0.02577443],0
1,[-0.379153    0.02577443],2,-1.0,[-0.35342833  0.02572467],0
1,[-0.35342833  0.02572467],2,-1.0,[-0.32792524  0.02550312],0
1,[-0.32792524  0.02550312],2,-1.0,[-0.30280682  0.02511841],0
1,[-0.30280682  0.02511841],2,-1.0,[-0.2782259   0.02458093],0
1,[-0.2782259   0.02458093],2,-1.0,[-0.2543235   0.02390239],0
1,[-0.2543235   0.02390239],2,-1.0,[-0.23122808  0.02309542],0
1,[-0.23122808  0.02309542],1,-1.0,[-0.2100549   0.02117318],0
1,[-0.2100549   0.02117318],1,-1.0,[-0.19090155  0.01915335],0
1,[-0.19090155  0.01915335],1,-1.0,[-0.17384928  0.01705226],0
1,[-0.17384928  0.01705226],1,-1.0,[-0.15896465  0.01488464],0
1,[-0.15896465  0.01488464],1,-1.0,[-0.14630108  0.01266357],0
1,[-0.14630108  0.01266357],1,-1.0,[-0.13590056  0.01040053],0
1,[-0.13590056  0.01040053],0,-1.0,[-0.1287951   0.00710544],0
1,[-0.1287951   0.00710544],0,-1.0,[-0.12500536  0.00378975],0
1,[-0.12500536  0.00378975],0,-1.0,[-0.12454186  0.00046349],0
1,[-0.12454186  0.00046349],0,-1.0,[-0.1274059  -0.00286403],0
1,[-0.1274059  -0.00286403],0,-1.0,[-0.13358952 -0.00618363],0
1,[-0.13358952 -0.00618363],0,-1.0,[-0.14307506 -0.00948553],0
1,[-0.14307506 -0.00948553],0,-1.0,[-0.15583381 -0.01275876],0
1,[-0.15583381 -0.01275876],0,-1.0,[-0.1718243 -0.0159905],0
1,[-0.1718243 -0.0159905],0,-1.0,[-0.19098996 -0.01916565],0
1,[-0.19098996 -0.01916565],0,-1.0,[-0.21325634 -0.02226638],0
1,[-0.21325634 -0.02226638],0,-1.0,[-0.23852831 -0.02527197],0
1,[-0.23852831 -0.02527197],0,-1.0,[-0.26668707 -0.02815874],0
1,[-0.26668707 -0.02815874],0,-1.0,[-0.29758745 -0.0309004 ],0
1,[-0.29758745 -0.0309004 ],0,-1.0,[-0.331056   -0.03346856],0
1,[-0.331056   -0.03346856],0,-1.0,[-0.36688966 -0.03583365],0
1,[-0.36688966 -0.03583365],0,-1.0,[-0.40485582 -0.03796615],0
1,[-0.40485582 -0.03796615],0,-1.0,[-0.44469383 -0.03983801],0
1,[-0.44469383 -0.03983801],0,-1.0,[-0.4861181  -0.04142429],0
1,[-0.4861181  -0.04142429],0,-1.0,[-0.5288229 -0.0427048],0
1,[-0.5288229 -0.0427048],0,-1.0,[-0.57248855 -0.04366562],0
1,[-0.57248855 -0.04366562],0,-1.0,[-0.6167888  -0.04430026],0
1,[-0.6167888  -0.04430026],0,-1.0,[-0.6613992 -0.0446104],0
1,[-0.6613992 -0.0446104],0,-1.0,[-0.7060053  -0.04460609],0
1,[-0.7060053  -0.04460609],1,-1.0,[-0.74931055 -0.0433053 ],0
1,[-0.74931055 -0.0433053 ],1,-1.0,[-0.7910495  -0.04173889],0
1,[-0.7910495  -0.04173889],1,-1.0,[-0.83099085 -0.03994141],0
1,[-0.83099085 -0.03994141],1,-1.0,[-0.86894    -0.03794912],0
1,[-0.86894    -0.03794912],1,-1.0,[-0.9047381  -0.03579815],0
1,[-0.9047381  -0.03579815],1,-1.0,[-0.93826115 -0.03352302],0
1,[-0.93826115 -0.03352302],1,-1.0,[-0.9694165  -0.03115534],0
1,[-0.9694165  -0.03115534],1,-1.0,[-0.99813956 -0.02872309],0
1,[-0.99813956 -0.02872309],1,-1.0,[-1.0243897  -0.02625011],0
1,[-1.0243897  -0.02625011],1,-1.0,[-1.0481457  -0.02375597],0
1,[-1.0481457  -0.02375597],1,-1.0,[-1.0694016  -0.02125598],0
1,[-1.0694016  -0.02125598],1,-1.0,[-1.0881631  -0.01876152],0
1,[-1.0881631  -0.01876152],2,-1.0,[-1.1034435  -0.01528038],0
1,[-1.1034435  -0.01528038],2,-1.0,[-1.1152594  -0.01181588],0
1,[-1.1152594  -0.01181588],2,-1.0,[-1.1236272  -0.00836782],0
1,[-1.1236272  -0.00836782],2,-1.0,[-1.1285604  -0.00493325],0
1,[-1.1285604  -0.00493325],2,-1.0,[-1.1300678  -0.00150735],0
1,[-1.1300678  -0.00150735],2,-1.0,[-1.128152    0.00191579],0
1,[-1.128152    0.00191579],2,-1.0,[-1.1228096   0.00534242],0
1,[-1.1228096   0.00534242],2,-1.0,[-1.1140312   0.00877838],0
1,[-1.1140312   0.00877838],2,-1.0,[-1.101803   0.0122283],0
1,[-1.101803   0.0122283],2,-1.0,[-1.0861081   0.01569482],0
1,[-1.0861081   0.01569482],2,-1.0,[-1.0669303   0.01917781],0
1,[-1.0669303   0.01917781],2,-1.0,[-1.0442568   0.02267343],0
1,[-1.0442568   0.02267343],2,-1.0,[-1.0180836   0.02617334],0
1,[-1.0180836   0.02617334],2,-1.0,[-0.9884197   0.02966381],0
1,[-0.9884197   0.02966381],2,-1.0,[-0.95529467  0.03312504],0
1,[-0.95529467  0.03312504],2,-1.0,[-0.91876405  0.03653062],0
1,[-0.91876405  0.03653062],2,-1.0,[-0.87891674  0.03984734],0
1,[-0.87891674  0.03984734],2,-1.0,[-0.83588123  0.04303546],0
1,[-0.83588123  0.04303546],2,-1.0,[-0.7898316  0.0460497],0
1,[-0.7898316  0.0460497],2,-1.0,[-0.74099076  0.04884082],0
1,[-0.74099076  0.04884082],2,-1.0,[-0.68963265  0.05135811],0
1,[-0.68963265  0.05135811],2,-1.0,[-0.63608015  0.05355251],0
1,[-0.63608015  0.05355251],2,-1.0,[-0.5806999  0.0553802],0
1,[-0.5806999  0.0553802],2,-1.0,[-0.52389354  0.05680637],0
1,[-0.52389354  0.05680637],2,-1.0,[-0.466085    0.05780858],0
1,[-0.466085    0.05780858],2,-1.0,[-0.4077056   0.05837936],0
1,[-0.4077056   0.05837936],2,-1.0,[-0.34917805  0.05852757],0
1,[-0.34917805  0.05852757],2,-1.0,[-0.29089975  0.0582783 ],0
1,[-0.29089975  0.0582783 ],2,-1.0,[-0.23322836  0.05767139],0
1,[-0.23322836  0.05767139],2,-1.0,[-0.17646956  0.05675878],0
1,[-0.17646956  0.05675878],2,-1.0,[-0.12086855  0.05560102],0
1,[-0.12086855  0.05560102],2,-1.0,[-0.06660497  0.05426358],0
1,[-0.06660497  0.05426358],2,-1.0,[-0.01379165  0.05281332],0
1,[-0.01379165  0.05281332],2,-1.0,[0.03752381 0.05131546],0
1,[0.03752381 0.05131546],2,-1.0,[0.08735509 0.04983128],0
1,[0.08735509 0.04983128],2,-1.0,[0.13577174 0.04841664],0
1,[0.13577174 0.04841664],2,-1.0,[0.1828929  0.04712117],0
1,[0.1828929  0.04712117],2,-1.0,[0.22888105 0.04598814],0
1,[0.22888105 0.04598814],2,-1.0,[0.27393574 0.04505469],0
1,[0.27393574 0.04505469],2,-1.0,[0.31828818 0.04435244],0
1,[0.31828818 0.04435244],2,-1.0,[0.36219633 0.04390815],0
1,[0.36219633 0.04390815],2,-1.0,[0.4059407  0.04374438],1
2,"(array([-0.5314353,  0.       ], dtype=float32), {})",1,-1.0,[-5.3137654e-01  5.8768605e-05],0
2,[-5.3137654e-01  5.8768605e-05],1,-1.0,[-5.3125942e-01  1.1709656e-04],0
2,[-5.3125942e-01  1.1709656e-04],1,-1.0,[-5.3108490e-01  1.7454654e-04],0
2,[-5.3108490e-01  1.7454654e-04],1,-1.0,[-5.3085423e-01  2.3068774e-04],0
2,[-5.3085423e-01  2.3068774e-04],1,-1.0,[-5.3056914e-01  2.8509923e-04],0
2,[-5.3056914e-01  2.8509923e-04],1,-1.0,[-5.3023171e-01  3.3737294e-04],0
2,[-5.3023171e-01  3.3737294e-04],1,-1.0,[-5.2984464e-01  3.8711689e-04],0
2,[-5.2984464e-01  3.8711689e-04],1,-1.0,[-5.2941066e-01  4.3395802e-04],0
2,[-5.2941066e-01  4.3395802e-04],1,-1.0,[-5.2893311e-01  4.7754496e-04],0
2,[-5.2893311e-01  4.7754496e-04],1,-1.0,[-5.2841556e-01  5.1755086e-04],0
2,[-5.2841556e-01  5.1755086e-04],1,-1.0,[-0.5278619   0.00055368],0
2,[-0.5278619   0.00055368],1,-1.0,[-0.5272762   0.00058565],0
2,[-0.5272762   0.00058565],1,-1.0,[-0.526663    0.00061323],0
2,[-0.526663    0.00061323],1,-1.0,[-0.5260268   0.00063621],0
2,[-0.5260268   0.00063621],1,-1.0,[-0.5253724   0.00065442],0
2,[-0.5253724   0.00065442],1,-1.0,[-0.52470464  0.00066772],0
2,[-0.52470464  0.00066772],1,-1.0,[-0.52402866  0.00067602],0
2,[-0.52402866  0.00067602],1,-1.0,[-0.5233494   0.00067924],0
2,[-0.5233494   0.00067924],0,-1.0,[-5.2367204e-01 -3.2262996e-04],0
2,[-5.2367204e-01 -3.2262996e-04],0,-1.0,[-0.52499413 -0.00132208],0
2,[-0.52499413 -0.00132208],0,-1.0,[-0.5273057  -0.00231162],0
2,[-0.5273057  -0.00231162],0,-1.0,[-0.5305895  -0.00328381],0
2,[-0.5305895  -0.00328381],0,-1.0,[-0.5348209  -0.00423139],0
2,[-0.5348209  -0.00423139],0,-1.0,[-0.5399682  -0.00514724],0
2,[-0.5399682  -0.00514724],0,-1.0,[-0.5459927  -0.00602452],0
2,[-0.5459927  -0.00602452],0,-1.0,[-0.55284935 -0.00685669],0
2,[-0.55284935 -0.00685669],0,-1.0,[-0.560487   -0.00763759],0
2,[-0.560487   -0.00763759],0,-1.0,[-0.56884843 -0.00836149],0
2,[-0.56884843 -0.00836149],0,-1.0,[-0.5778716  -0.00902316],0
2,[-0.5778716  -0.00902316],0,-1.0,[-0.58748955 -0.00961791],0
2,[-0.58748955 -0.00961791],0,-1.0,[-0.5976312  -0.01014166],0
2,[-0.5976312  -0.01014166],0,-1.0,[-0.6082221  -0.01059097],0
2,[-0.6082221  -0.01059097],0,-1.0,[-0.61918527 -0.01096309],0
2,[-0.61918527 -0.01096309],1,-1.0,[-0.6294412  -0.01025598],0
2,[-0.6294412  -0.01025598],1,-1.0,[-0.6389167  -0.00947543],0
2,[-0.6389167  -0.00947543],1,-1.0,[-0.6475443 -0.0086277],0
2,[-0.6475443 -0.0086277],1,-1.0,[-0.6552637  -0.00771938],0
2,[-0.6552637  -0.00771938],1,-1.0,[-0.6620211  -0.00675737],0
2,[-0.6620211  -0.00675737],2,-1.0,[-0.66676986 -0.00474878],0
2,[-0.66676986 -0.00474878],2,-1.0,[-0.6694776  -0.00270771],0
2,[-0.6694776  -0.00270771],2,-1.0,[-6.7012578e-01 -6.4821215e-04],0
2,[-6.7012578e-01 -6.4821215e-04],2,-1.0,[-0.6687101   0.00141569],0
2,[-0.6687101   0.00141569],2,-1.0,[-0.6652401   0.00346997],0
2,[-0.6652401   0.00346997],2,-1.0,[-0.65973955  0.0055006 ],0
2,[-0.65973955  0.0055006 ],2,-1.0,[-0.65224606  0.00749351],0
2,[-0.65224606  0.00749351],2,-1.0,[-0.6428114   0.00943459],0
2,[-0.6428114   0.00943459],2,-1.0,[-0.6315017   0.01130974],0
2,[-0.6315017   0.01130974],2,-1.0,[-0.61839676  0.01310495],0
2,[-0.61839676  0.01310495],2,-1.0,[-0.60359037  0.01480639],0
2,[-0.60359037  0.01480639],2,-1.0,[-0.5871898   0.01640059],0
2,[-0.5871898   0.01640059],2,-1.0,[-0.56931514  0.01787463],0
2,[-0.56931514  0.01787463],2,-1.0,[-0.5500987   0.01921643],0
2,[-0.5500987   0.01921643],2,-1.0,[-0.5296837   0.02041497],0
2,[-0.5296837   0.02041497],2,-1.0,[-0.5082231   0.02146061],0
2,[-0.5082231   0.02146061],2,-1.0,[-0.48587778  0.02234533],0
2,[-0.48587778  0.02234533],2,-1.0,[-0.46281478  0.02306303],0
2,[-0.46281478  0.02306303],2,-1.0,[-0.43920508  0.02360967],0
2,[-0.43920508  0.02360967],2,-1.0,[-0.41522163  0.02398346],0
2,[-0.41522163  0.02398346],2,-1.0,[-0.39103678  0.02418487],0
2,[-0.39103678  0.02418487],2,-1.0,[-0.3668201   0.02421666],0
2,[-0.3668201   0.02421666],1,-1.0,[-0.3437364   0.02308369],0
2,[-0.3437364   0.02308369],1,-1.0,[-0.32193717  0.02179924],0
2,[-0.32193717  0.02179924],1,-1.0,[-0.3015598   0.02037737],0
2,[-0.3015598   0.02037737],1,-1.0,[-0.2827273   0.01883252],0
2,[-0.2827273   0.01883252],1,-1.0,[-0.26554814  0.01717915],0
2,[-0.26554814  0.01717915],1,-1.0,[-0.25011677  0.01543138],0
2,[-0.25011677  0.01543138],0,-1.0,[-0.237514    0.01260275],0
2,[-0.237514    0.01260275],0,-1.0,[-0.227803  0.009711],0
2,[-0.227803  0.009711],0,-1.0,[-0.22103058  0.00677243],0
2,[-0.22103058  0.00677243],0,-1.0,[-0.21722838  0.0038022 ],0
2,[-0.21722838  0.0038022 ],0,-1.0,[-0.21641384  0.00081454],0
2,[-0.21641384  0.00081454],0,-1.0,[-0.21859065 -0.00217681],0
2,[-0.21859065 -0.00217681],0,-1.0,[-0.2237489  -0.00515826],0
2,[-0.2237489  -0.00515826],0,-1.0,[-0.23186478 -0.00811587],0
2,[-0.23186478 -0.00811587],0,-1.0,[-0.24289984 -0.01103506],0
2,[-0.24289984 -0.01103506],0,-1.0,[-0.2568     -0.01390016],0
2,[-0.2568     -0.01390016],0,-1.0,[-0.2734942  -0.01669424],0
2,[-0.2734942  -0.01669424],0,-1.0,[-0.29289314 -0.01939891],0
2,[-0.29289314 -0.01939891],0,-1.0,[-0.31488746 -0.02199433],0
2,[-0.31488746 -0.02199433],0,-1.0,[-0.33934683 -0.02445937],0
2,[-0.33934683 -0.02445937],0,-1.0,[-0.3661188  -0.02677196],0
2,[-0.3661188  -0.02677196],0,-1.0,[-0.3950284  -0.02890961],0
2,[-0.3950284  -0.02890961],0,-1.0,[-0.42587855 -0.03085015],0
2,[-0.42587855 -0.03085015],0,-1.0,[-0.45845115 -0.0325726 ],0
2,[-0.45845115 -0.0325726 ],0,-1.0,[-0.49250928 -0.03405811],0
2,[-0.49250928 -0.03405811],0,-1.0,[-0.5278002  -0.03529094],0
2,[-0.5278002  -0.03529094],0,-1.0,[-0.5640596  -0.03625943],0
2,[-0.5640596  -0.03625943],1,-1.0,[-0.60001636 -0.03595672],0
2,[-0.60001636 -0.03595672],1,-1.0,[-0.63540494 -0.03538859],0
2,[-0.63540494 -0.03538859],1,-1.0,[-0.66997063 -0.03456568],0
2,[-0.66997063 -0.03456568],1,-1.0,[-0.70347345 -0.03350283],0
2,[-0.70347345 -0.03350283],1,-1.0,[-0.7356917 -0.0322183],0
2,[-0.7356917 -0.0322183],1,-1.0,[-0.76642454 -0.03073278],0
2,[-0.76642454 -0.03073278],1,-1.0,[-0.795493   -0.02906845],0
2,[-0.795493   -0.02906845],1,-1.0,[-0.822741   -0.02724796],0
2,[-0.822741   -0.02724796],1,-1.0,[-0.8480346  -0.02529365],0
2,[-0.8480346  -0.02529365],1,-1.0,[-0.87126136 -0.02322678],0
2,[-0.87126136 -0.02322678],1,-1.0,[-0.8923284  -0.02106699],0
2,[-0.8923284  -0.02106699],1,-1.0,[-0.91116035 -0.018832  ],0
2,[-0.91116035 -0.018832  ],1,-1.0,[-0.92769766 -0.01653732],0
2,[-0.92769766 -0.01653732],1,-1.0,[-0.94189394 -0.01419626],0
2,[-0.94189394 -0.01419626],1,-1.0,[-0.9537139  -0.01181997],0
2,[-0.9537139  -0.01181997],1,-1.0,[-0.96313155 -0.00941765],0
2,[-0.96313155 -0.00941765],1,-1.0,[-0.9701283  -0.00699673],0
2,[-0.9701283  -0.00699673],1,-1.0,[-0.97469157 -0.00456326],0
2,[-0.97469157 -0.00456326],2,-1.0,[-0.97581375 -0.00112217],0
2,[-0.97581375 -0.00112217],2,-1.0,[-0.973493    0.00232073],0
2,[-0.973493    0.00232073],2,-1.0,[-0.96773314  0.00575986],0
2,[-0.96773314  0.00575986],2,-1.0,[-0.95854396  0.00918916],0
2,[-0.95854396  0.00918916],2,-1.0,[-0.9459427   0.01260126],0
2,[-0.9459427   0.01260126],2,-1.0,[-0.9299559  0.0159868],0
2,[-0.9299559  0.0159868],2,-1.0,[-0.9106222   0.01933375],0
2,[-0.9106222   0.01933375],2,-1.0,[-0.8879953   0.02262683],0
2,[-0.8879953   0.02262683],2,-1.0,[-0.8621483   0.02584707],0
2,[-0.8621483   0.02584707],2,-1.0,[-0.8331766   0.02897163],0
2,[-0.8331766   0.02897163],2,-1.0,[-0.80120283  0.03197378],0
2,[-0.80120283  0.03197378],2,-1.0,[-0.7663795   0.03482335],0
2,[-0.7663795   0.03482335],2,-1.0,[-0.7288921   0.03748743],0
2,[-0.7288921   0.03748743],2,-1.0,[-0.68896043  0.03993163],0
2,[-0.68896043  0.03993163],2,-1.0,[-0.64683884  0.04212159],0
2,[-0.64683884  0.04212159],2,-1.0,[-0.6028139   0.04402498],0
2,[-0.6028139   0.04402498],2,-1.0,[-0.5572004   0.04561351],0
2,[-0.5572004   0.04561351],2,-1.0,[-0.51033527  0.0468651 ],0
2,[-0.51033527  0.0468651 ],2,-1.0,[-0.46256962  0.04776565],0
2,[-0.46256962  0.04776565],2,-1.0,[-0.41425914  0.04831048],0
2,[-0.41425914  0.04831048],2,-1.0,[-0.36575407  0.04850506],0
2,[-0.36575407  0.04850506],2,-1.0,[-0.3173891   0.04836497],0
2,[-0.3173891   0.04836497],2,-1.0,[-0.2694739   0.04791518],0
2,[-0.2694739   0.04791518],2,-1.0,[-0.22228533  0.04718858],0
2,[-0.22228533  0.04718858],2,-1.0,[-0.17606118  0.04622415],0
2,[-0.17606118  0.04622415],2,-1.0,[-0.13099635  0.04506484],0
2,[-0.13099635  0.04506484],2,-1.0,[-0.08724092  0.04375542],0
2,[-0.08724092  0.04375542],2,-1.0,[-0.04490037  0.04234056],0
2,[-0.04490037  0.04234056],2,-1.0,[-0.00403716  0.0408632 ],0
2,[-0.00403716  0.0408632 ],2,-1.0,[0.03532622 0.03936339],0
2,[0.03532622 0.03936339],2,-1.0,[0.07320364 0.03787741],0
2,[0.07320364 0.03787741],2,-1.0,[0.10964109 0.03643746],0
2,[0.10964109 0.03643746],2,-1.0,[0.14471257 0.03507148],0
2,[0.14471257 0.03507148],2,-1.0,[0.17851597 0.0338034 ],0
